epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,4.13560676574707,0.10000000149011612,2.2045772075653076,0.0
1,0.4442390501499176,0.8999999761581421,5.888232231140137,0.0
